"id_peserta","nama","nama_ayah","nama_ibu","nama_wali","id_pendidikan_ayah","nama_pendidikan_ayah","id_pendidikan_ibu","nama_pendidikan_ibu","id_pendidikan_wali","nama_pendidikan_wali","nama_penghasilan_ayah","id_penghasilan_ayah","nama_penghasilan_ibu","id_penghasilan_ibu","nama_penghasilan_wali","id_penghasilan_wali"
880,Gusty De Winton,Gerhardt,Francyne,,5,Sarjana,7,Doktoral,,,"1 Juta - 5 Juta",2,"0 - 1 Juta",1,,
881,Phelia Fritschmann,Herrick,Vivie,,3,Sekolah Menengah Atas,6,Magister,,,"20 Juta - 50 Juta",5,"0 - 1 Juta",1,,
882,Amii Payle,Timoteo,Pammie,,2,Sekolah Menengah Pertama,7,Doktoral,,,"100 Juta - 500 Juta",7,"100 Juta - 500 Juta",7,,
883,Eleen Wingrove,Briggs,Carrie,,7,Doktoral,3,Sekolah Menengah Atas,,,"500 Juta - 1 Miliar",8,"0 - 1 Juta",1,,
884,Dayna Jutson,Ashlin,Elinor,,7,Doktoral,5,Sarjana,,,"500 Juta - 1 Miliar",8,"20 Juta - 50 Juta",5,,
885,Barbi Josephson,Morgen,Melamie,,2,Sekolah Menengah Pertama,5,Sarjana,,,"0 - 1 Juta",1,"50 Juta - 100 Juta",6,,
886,Alex Quimby,Dwight,Edita,,6,Magister,1,Sekolah Dasar,,,"10 Juta - 20 Juta",4,"100 Juta - 500 Juta",7,,
887,Shane Nancekivell,Andreas,Robinett,,6,Magister,4,Diploma,,,"1 Juta - 5 Juta",2,"20 Juta - 50 Juta",5,,
888,Karlee Costello,Alexander,Alisa,,2,Sekolah Menengah Pertama,5,Sarjana,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
889,Lurleen Tumilson,Georgie,Wynnie,,1,Sekolah Dasar,7,Doktoral,,,"0 - 1 Juta",1,"500 Juta - 1 Miliar",8,,
890,Loni Westley,Dudley,Chad,,2,Sekolah Menengah Pertama,3,Sekolah Menengah Atas,,,"100 Juta - 500 Juta",7,"500 Juta - 1 Miliar",8,,
891,Gilli Emptage,Norrie,Willa,,5,Sarjana,1,Sekolah Dasar,,,"20 Juta - 50 Juta",5,"20 Juta - 50 Juta",5,,
892,Dion Oleksiak,Bronson,Kala,,7,Doktoral,3,Sekolah Menengah Atas,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
893,Yvonne Copper,Dietrich,Julia,,1,Sekolah Dasar,1,Sekolah Dasar,,,"20 Juta - 50 Juta",5,"1 Juta - 5 Juta",2,,
894,Amie Droghan,Bartlet,Julia,,4,Diploma,4,Diploma,,,"20 Juta - 50 Juta",5,"500 Juta - 1 Miliar",8,,
895,Ki Hallgate,Ervin,Junia,,5,Sarjana,5,Sarjana,,,"5 Juta - 10 Juta",3,"500 Juta - 1 Miliar",8,,
896,Carlie Bending,Remington,Darleen,,6,Magister,5,Sarjana,,,"50 Juta - 100 Juta",6,"1 Juta - 5 Juta",2,,
897,Kennie De Bellis,Verne,Cherilyn,,1,Sekolah Dasar,5,Sarjana,,,"1 Juta - 5 Juta",2,"0 - 1 Juta",1,,
898,Bondon Canland,Fleming,Shayla,,2,Sekolah Menengah Pertama,7,Doktoral,,,"50 Juta - 100 Juta",6,"1 Juta - 5 Juta",2,,
899,Donielle Spur,Shurlock,Cathrine,,2,Sekolah Menengah Pertama,5,Sarjana,,,"100 Juta - 500 Juta",7,"500 Juta - 1 Miliar",8,,
900,Lovell Tuxwell,Davidde,Clemmy,,5,Sarjana,5,Sarjana,,,"20 Juta - 50 Juta",5,"20 Juta - 50 Juta",5,,
901,Adda Grimwood,Eddie,Fredia,,6,Magister,3,Sekolah Menengah Atas,,,"100 Juta - 500 Juta",7,"0 - 1 Juta",1,,
902,Arman Peirazzi,Creigh,Rebe,,4,Diploma,1,Sekolah Dasar,,,"10 Juta - 20 Juta",4,"500 Juta - 1 Miliar",8,,
903,Sherm Matis,Norbie,Alikee,,4,Diploma,7,Doktoral,,,"0 - 1 Juta",1,"500 Juta - 1 Miliar",8,,
904,Kimberly Blaxter,Tailor,Tiphani,,2,Sekolah Menengah Pertama,4,Diploma,,,"5 Juta - 10 Juta",3,"1 Juta - 5 Juta",2,,
905,Leena Luckes,Jacques,Kippie,,3,Sekolah Menengah Atas,7,Doktoral,,,"50 Juta - 100 Juta",6,"100 Juta - 500 Juta",7,,
906,Oliviero Raye,Archaimbaud,Alexa,,7,Doktoral,6,Magister,,,"100 Juta - 500 Juta",7,"1 Juta - 5 Juta",2,,
907,Xever McArte,Guy,Claudetta,,6,Magister,7,Doktoral,,,"0 - 1 Juta",1,"50 Juta - 100 Juta",6,,
908,Enrika Moody,Oswald,Carly,,3,Sekolah Menengah Atas,4,Diploma,,,"10 Juta - 20 Juta",4,"100 Juta - 500 Juta",7,,
909,Carissa Parkyn,Irvin,Jaquith,,1,Sekolah Dasar,3,Sekolah Menengah Atas,,,"500 Juta - 1 Miliar",8,"10 Juta - 20 Juta",4,,
910,Tull Dunbobin,Waiter,Cherlyn,,3,Sekolah Menengah Atas,7,Doktoral,,,"50 Juta - 100 Juta",6,"500 Juta - 1 Miliar",8,,
911,Quinta Shearman,Rodolfo,Gaynor,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"5 Juta - 10 Juta",3,"5 Juta - 10 Juta",3,,
912,Angelico Souley,Kahaleel,Elsi,,6,Magister,1,Sekolah Dasar,,,"1 Juta - 5 Juta",2,"1 Juta - 5 Juta",2,,
913,Felipa Leonard,Eberto,Casey,,1,Sekolah Dasar,7,Doktoral,,,"1 Juta - 5 Juta",2,"0 - 1 Juta",1,,
914,Briggs Mabone,Israel,Lezlie,,6,Magister,7,Doktoral,,,"0 - 1 Juta",1,"50 Juta - 100 Juta",6,,
915,Giraud Lipman,Wit,Gypsy,,1,Sekolah Dasar,1,Sekolah Dasar,,,"100 Juta - 500 Juta",7,"50 Juta - 100 Juta",6,,
916,Cecilla Jonathon,Lorry,Inga,,4,Diploma,5,Sarjana,,,"5 Juta - 10 Juta",3,"20 Juta - 50 Juta",5,,
917,Romonda O'Shiels,Wylie,Elayne,,3,Sekolah Menengah Atas,7,Doktoral,,,"50 Juta - 100 Juta",6,"5 Juta - 10 Juta",3,,
918,Anton Eudall,Beniamino,Tommie,,5,Sarjana,6,Magister,,,"0 - 1 Juta",1,"20 Juta - 50 Juta",5,,
919,Chas Sherer,Esme,Jesse,,5,Sarjana,7,Doktoral,,,"1 Juta - 5 Juta",2,"500 Juta - 1 Miliar",8,,
920,Kristien Sharer,Abbey,Lindsay,,7,Doktoral,4,Diploma,,,"0 - 1 Juta",1,"50 Juta - 100 Juta",6,,
921,Johnette Signorelli,Nikolas,Babara,,5,Sarjana,5,Sarjana,,,"5 Juta - 10 Juta",3,"5 Juta - 10 Juta",3,,
922,Juliana Ast,Gamaliel,Selestina,,6,Magister,7,Doktoral,,,"0 - 1 Juta",1,"500 Juta - 1 Miliar",8,,
923,Sandy Fandrich,Morry,Alaine,,7,Doktoral,5,Sarjana,,,"10 Juta - 20 Juta",4,"20 Juta - 50 Juta",5,,
924,Vonni Banasiak,Miltie,Myrtle,,7,Doktoral,2,Sekolah Menengah Pertama,,,"50 Juta - 100 Juta",6,"10 Juta - 20 Juta",4,,
925,Patty Lyster,Carrol,Yovonnda,,3,Sekolah Menengah Atas,7,Doktoral,,,"100 Juta - 500 Juta",7,"20 Juta - 50 Juta",5,,
926,Tandi Le Marchant,Arnoldo,Patricia,,1,Sekolah Dasar,1,Sekolah Dasar,,,"0 - 1 Juta",1,"10 Juta - 20 Juta",4,,
927,Rhianon Barstow,Deck,Ernesta,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"0 - 1 Juta",1,"50 Juta - 100 Juta",6,,
928,Ardeen Goady,Hyatt,Melania,,7,Doktoral,7,Doktoral,,,"500 Juta - 1 Miliar",8,"100 Juta - 500 Juta",7,,
929,Costa Swires,Gaylord,Melly,,5,Sarjana,7,Doktoral,,,"0 - 1 Juta",1,"20 Juta - 50 Juta",5,,
930,Thorny Whybray,Vidovic,Coralyn,,7,Doktoral,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"5 Juta - 10 Juta",3,,
931,Saudra Twitchings,Gordon,Davita,,5,Sarjana,1,Sekolah Dasar,,,"500 Juta - 1 Miliar",8,"10 Juta - 20 Juta",4,,
932,Reinhold Coggings,Had,Opaline,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"20 Juta - 50 Juta",5,,
933,Phillipp Purchall,Simeon,Aviva,,1,Sekolah Dasar,1,Sekolah Dasar,,,"20 Juta - 50 Juta",5,"1 Juta - 5 Juta",2,,
934,Teresita Nary,Jeffry,Ingaberg,,5,Sarjana,4,Diploma,,,"20 Juta - 50 Juta",5,"0 - 1 Juta",1,,
935,Dayle Tetther,Alick,Vitoria,,4,Diploma,5,Sarjana,,,"50 Juta - 100 Juta",6,"500 Juta - 1 Miliar",8,,
936,Brendan Raith,Gram,Germain,,7,Doktoral,1,Sekolah Dasar,,,"5 Juta - 10 Juta",3,"100 Juta - 500 Juta",7,,
937,Gwen Sunter,Karney,Mignon,,1,Sekolah Dasar,4,Diploma,,,"500 Juta - 1 Miliar",8,"500 Juta - 1 Miliar",8,,
938,Marlon Duplock,Marcos,Shel,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"100 Juta - 500 Juta",7,,
939,Lola Haberjam,Karim,Antonia,,4,Diploma,5,Sarjana,,,"0 - 1 Juta",1,"100 Juta - 500 Juta",7,,
940,Susana Catchpole,Sly,Maxy,,4,Diploma,5,Sarjana,,,"20 Juta - 50 Juta",5,"100 Juta - 500 Juta",7,,
941,Daveta Chaters,Carlin,Pegeen,,6,Magister,6,Magister,,,"20 Juta - 50 Juta",5,"10 Juta - 20 Juta",4,,
942,Marielle Rollinshaw,Matthieu,Jessamyn,,1,Sekolah Dasar,3,Sekolah Menengah Atas,,,"50 Juta - 100 Juta",6,"0 - 1 Juta",1,,
943,Kaitlyn Forster,Mahmud,Flossy,,4,Diploma,5,Sarjana,,,"500 Juta - 1 Miliar",8,"1 Juta - 5 Juta",2,,
944,Wang Volkes,Sloan,Cindy,,6,Magister,2,Sekolah Menengah Pertama,,,"5 Juta - 10 Juta",3,"100 Juta - 500 Juta",7,,
945,Robby Attwool,Ewell,Elysha,,3,Sekolah Menengah Atas,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"100 Juta - 500 Juta",7,,
946,Rora Orring,Allistir,Chelsy,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"500 Juta - 1 Miliar",8,"50 Juta - 100 Juta",6,,
947,Irina Rimour,Rufus,Leisha,,5,Sarjana,5,Sarjana,,,"100 Juta - 500 Juta",7,"1 Juta - 5 Juta",2,,
948,Heywood Emblin,Thayne,Lilllie,,6,Magister,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"5 Juta - 10 Juta",3,,
949,Fenelia Blagden,Jae,Amelita,,1,Sekolah Dasar,1,Sekolah Dasar,,,"50 Juta - 100 Juta",6,"100 Juta - 500 Juta",7,,
950,Kathryne Goodison,Anatol,Alicia,,5,Sarjana,1,Sekolah Dasar,,,"5 Juta - 10 Juta",3,"10 Juta - 20 Juta",4,,
951,Dawna Antonacci,Had,Doloritas,,7,Doktoral,2,Sekolah Menengah Pertama,,,"100 Juta - 500 Juta",7,"100 Juta - 500 Juta",7,,
952,Gretna O'Cannan,Fair,Reba,,3,Sekolah Menengah Atas,4,Diploma,,,"0 - 1 Juta",1,"10 Juta - 20 Juta",4,,
953,Annabell Van der Velde,Luis,Elysha,,5,Sarjana,3,Sekolah Menengah Atas,,,"0 - 1 Juta",1,"20 Juta - 50 Juta",5,,
954,Claudie Haile,Lombard,June,,3,Sekolah Menengah Atas,4,Diploma,,,"10 Juta - 20 Juta",4,"500 Juta - 1 Miliar",8,,
955,Stevie Raysdale,Mordy,Danila,,1,Sekolah Dasar,5,Sarjana,,,"500 Juta - 1 Miliar",8,"5 Juta - 10 Juta",3,,
956,Kelly Le Barre,Vachel,Druci,,4,Diploma,6,Magister,,,"20 Juta - 50 Juta",5,"5 Juta - 10 Juta",3,,
957,Zedekiah Kislingbury,Dionysus,Klara,,3,Sekolah Menengah Atas,6,Magister,,,"500 Juta - 1 Miliar",8,"1 Juta - 5 Juta",2,,
958,Hi Von Gladbach,Johnny,Sorcha,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"0 - 1 Juta",1,"50 Juta - 100 Juta",6,,
959,Cristobal Perrycost,Nathanil,Thomasine,,6,Magister,7,Doktoral,,,"20 Juta - 50 Juta",5,"0 - 1 Juta",1,,
960,Quinton Gomes,Enrico,Sherie,,5,Sarjana,1,Sekolah Dasar,,,"1 Juta - 5 Juta",2,"1 Juta - 5 Juta",2,,
961,Giraldo Romei,Dominick,Sarena,,5,Sarjana,3,Sekolah Menengah Atas,,,"1 Juta - 5 Juta",2,"10 Juta - 20 Juta",4,,
962,Gilbert McDool,Georas,Andromache,,6,Magister,6,Magister,,,"10 Juta - 20 Juta",4,"10 Juta - 20 Juta",4,,
963,Meryl Pattenden,Chrisse,Olivie,,5,Sarjana,5,Sarjana,,,"20 Juta - 50 Juta",5,"10 Juta - 20 Juta",4,,
964,Gisele Etherton,Alejoa,Tasha,,3,Sekolah Menengah Atas,5,Sarjana,,,"100 Juta - 500 Juta",7,"50 Juta - 100 Juta",6,,
965,Barny Leheude,Noble,Julina,,4,Diploma,1,Sekolah Dasar,,,"500 Juta - 1 Miliar",8,"0 - 1 Juta",1,,
966,Flynn Ritchie,Eldon,Elana,,6,Magister,2,Sekolah Menengah Pertama,,,"20 Juta - 50 Juta",5,"500 Juta - 1 Miliar",8,,
967,Hube Lackmann,Jeno,Lyn,,5,Sarjana,4,Diploma,,,"500 Juta - 1 Miliar",8,"50 Juta - 100 Juta",6,,
968,Berny Rowet,Archaimbaud,Cammie,,6,Magister,7,Doktoral,,,"0 - 1 Juta",1,"100 Juta - 500 Juta",7,,
969,Rufe Whittlesey,Giffer,Eolanda,,5,Sarjana,1,Sekolah Dasar,,,"500 Juta - 1 Miliar",8,"10 Juta - 20 Juta",4,,
970,Quentin Ramsdale,Urban,Ronnie,,7,Doktoral,6,Magister,,,"50 Juta - 100 Juta",6,"20 Juta - 50 Juta",5,,
971,Fidel Dearnaley,Pavlov,Eolande,,3,Sekolah Menengah Atas,3,Sekolah Menengah Atas,,,"500 Juta - 1 Miliar",8,"20 Juta - 50 Juta",5,,
972,Llywellyn Sawers,Gaultiero,Loleta,,2,Sekolah Menengah Pertama,4,Diploma,,,"0 - 1 Juta",1,"20 Juta - 50 Juta",5,,
973,Renate Beckford,Merrel,Perrine,,1,Sekolah Dasar,3,Sekolah Menengah Atas,,,"10 Juta - 20 Juta",4,"100 Juta - 500 Juta",7,,
974,Kirsteni Skures,Morten,Randa,,2,Sekolah Menengah Pertama,7,Doktoral,,,"500 Juta - 1 Miliar",8,"1 Juta - 5 Juta",2,,
975,Alexina Daltrey,Farrell,Claudelle,,2,Sekolah Menengah Pertama,7,Doktoral,,,"10 Juta - 20 Juta",4,"50 Juta - 100 Juta",6,,
976,Mattias Scholey,Ansell,Tallie,,5,Sarjana,7,Doktoral,,,"500 Juta - 1 Miliar",8,"10 Juta - 20 Juta",4,,
977,Kinsley Loxley,Holden,Denny,,5,Sarjana,7,Doktoral,,,"20 Juta - 50 Juta",5,"500 Juta - 1 Miliar",8,,
978,David Zecchinelli,Carlyle,Tera,,4,Diploma,7,Doktoral,,,"500 Juta - 1 Miliar",8,"0 - 1 Juta",1,,
979,Karalee Fillary,Teodoor,Kata,,6,Magister,3,Sekolah Menengah Atas,,,"0 - 1 Juta",1,"10 Juta - 20 Juta",4,,
980,Brooke Gornall,Wallis,Nikaniki,,5,Sarjana,3,Sekolah Menengah Atas,,,"1 Juta - 5 Juta",2,"0 - 1 Juta",1,,
981,Matthiew Gillooly,Welby,Betta,,7,Doktoral,4,Diploma,,,"0 - 1 Juta",1,"500 Juta - 1 Miliar",8,,
982,Gaven Goodreid,Lewie,Gray,,7,Doktoral,5,Sarjana,,,"500 Juta - 1 Miliar",8,"5 Juta - 10 Juta",3,,
983,Tory Wetherell,Tommy,Farrand,,3,Sekolah Menengah Atas,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"10 Juta - 20 Juta",4,,
984,Bearnard Brennenstuhl,Zollie,Cassaundra,,6,Magister,6,Magister,,,"5 Juta - 10 Juta",3,"20 Juta - 50 Juta",5,,
985,Katina Bainbridge,Hill,Karyn,,4,Diploma,4,Diploma,,,"0 - 1 Juta",1,"500 Juta - 1 Miliar",8,,
986,Thea Corben,Pascale,Neala,,6,Magister,6,Magister,,,"20 Juta - 50 Juta",5,"500 Juta - 1 Miliar",8,,
987,Horatia Swadden,Ferdinand,Cilka,,2,Sekolah Menengah Pertama,5,Sarjana,,,"5 Juta - 10 Juta",3,"50 Juta - 100 Juta",6,,
988,Tory Pavier,Kile,Marjory,,1,Sekolah Dasar,4,Diploma,,,"500 Juta - 1 Miliar",8,"50 Juta - 100 Juta",6,,
989,Shamus Luna,Gearalt,Sile,,6,Magister,3,Sekolah Menengah Atas,,,"1 Juta - 5 Juta",2,"10 Juta - 20 Juta",4,,
990,Laurens Redding,Jose,Lillis,,3,Sekolah Menengah Atas,4,Diploma,,,"500 Juta - 1 Miliar",8,"20 Juta - 50 Juta",5,,
991,Tersina Hobbing,Stacy,Anabel,,6,Magister,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"10 Juta - 20 Juta",4,,
992,Darcy Stenners,Horacio,Aveline,,7,Doktoral,2,Sekolah Menengah Pertama,,,"100 Juta - 500 Juta",7,"50 Juta - 100 Juta",6,,
993,Annemarie Brearley,Graham,Mora,,1,Sekolah Dasar,4,Diploma,,,"100 Juta - 500 Juta",7,"0 - 1 Juta",1,,
994,Clio Thurling,Abelard,Mercie,,1,Sekolah Dasar,7,Doktoral,,,"1 Juta - 5 Juta",2,"50 Juta - 100 Juta",6,,
995,Hagan Dillingham,Francois,Kary,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"50 Juta - 100 Juta",6,"20 Juta - 50 Juta",5,,
996,Diena Janiak,Marven,Petra,,5,Sarjana,5,Sarjana,,,"1 Juta - 5 Juta",2,"50 Juta - 100 Juta",6,,
997,Winthrop Gaylor,Zared,Eula,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"50 Juta - 100 Juta",6,"100 Juta - 500 Juta",7,,
998,Henri Bewshea,Leupold,Karil,,6,Magister,3,Sekolah Menengah Atas,,,"500 Juta - 1 Miliar",8,"10 Juta - 20 Juta",4,,
999,Alie Tapping,Abby,Manda,,2,Sekolah Menengah Pertama,6,Magister,,,"500 Juta - 1 Miliar",8,"20 Juta - 50 Juta",5,,
1000,Debor Lyles,West,Josee,,3,Sekolah Menengah Atas,7,Doktoral,,,"50 Juta - 100 Juta",6,"5 Juta - 10 Juta",3,,
